Player,Team,Pos,G,GS,QBrec,Cmp,Pass Attempts,Cmp%,Pass Yards,Pass TD,TD%,Int,Int%,Passing 1D,Pass (Lng),Pass Yards/Att,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Rush Att,Rush Yards,Rush TD,Rushing 1D,Rush (Lng),Rush Yards/Att,Rush Yards/Game,RB Fumble,Tgt,Rec,Receiving Yards,Y/R,Receiving TD,Receiving 1D,Receiving (Lng),Y/Tgt,R/G,Receiving Yards/Game,WR Fumble,Yards after Catch,Win,Loss,Tie,Full Name,Conference,Division
Tua Tagovailoa,MIA,QB,1.0,1.0,1-0-0,23.0,37.0,0.00622,338.0,1.0,0.00027000000000000006,0.0,0.0,11.0,80.0,9.1,9.68,14.7,338.0,101.0,49.3,3.0,19.0,0.00075,7.98,8.48,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,Miami Dolphins,AFC,AFC East
Matthew Stafford,LAR,QB,1.0,1.0,0-1-0,34.0,49.0,0.006940000000000001,317.0,1.0,0.0002,1.0,0.0002,15.0,63.0,6.5,5.96,9.3,317.0,85.2,62.9,2.0,13.0,0.000392,5.96,5.47,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,Los Angeles Rams,NFC,NFC West
Patrick Mahomes,KAN,QB,1.0,1.0,1-0-0,20.0,28.0,0.0071400000000000005,291.0,1.0,0.00036,1.0,0.00036,15.0,35.0,10.4,9.5,14.6,291.0,101.9,69.6,2.0,10.0,0.000667,9.37,8.53,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,Kansas City Chiefs,AFC,AFC West
Baker Mayfield,TAM,QB,1.0,1.0,1-0-0,24.0,30.0,0.008,289.0,4.0,0.00133,0.0,0.0,15.0,32.0,9.6,12.3,12.0,289.0,146.4,86.2,1.0,9.0,0.00032300000000000004,9.03,11.61,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,Tampa Bay Buccaneers,NFC,NFC South
Jalen Hurts,PHI,QB,1.0,1.0,1-0-0,20.0,34.0,0.00588,278.0,2.0,0.00059,2.0,0.00059,14.0,67.0,8.2,6.71,13.9,278.0,80.3,38.8,2.0,12.0,0.000556,7.39,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,Philadelphia Eagles,NFC,NFC East
Lamar Jackson,BAL,QB,1.0,1.0,0-1-0,26.0,41.0,0.00634,273.0,1.0,0.00024,0.0,0.0,11.0,49.0,6.7,7.15,10.5,273.0,90.8,65.1,1.0,6.0,0.00023799999999999998,6.36,6.83,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,Baltimore Ravens,AFC,AFC North
Jordan Love,GNB,QB,1.0,1.0,0-1-0,17.0,34.0,0.005,260.0,2.0,0.00059,1.0,0.00029,9.0,70.0,7.6,7.5,15.3,260.0,83.0,20.4,1.0,5.0,0.000286,7.29,7.14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,Green Bay Packers,NFC,NFC North
Gardner Minshew II,LVR,QB,1.0,1.0,0-1-0,25.0,33.0,0.00758,257.0,1.0,0.0003,1.0,0.0003,12.0,33.0,7.8,7.03,10.3,257.0,95.1,29.5,4.0,32.0,0.001081,6.08,5.41,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,Las Vegas Raiders,AFC,AFC West
C.J. Stroud,HOU,QB,1.0,1.0,1-0-0,24.0,32.0,0.0075,234.0,2.0,0.00063,0.0,0.0,13.0,55.0,7.3,8.56,9.8,234.0,115.9,73.6,4.0,30.0,0.001111,5.67,6.78,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,Houston Texans,AFC,AFC South
Josh Allen,BUF,QB,1.0,1.0,1-0-0,18.0,23.0,0.007829999999999998,232.0,2.0,0.0008699999999999999,0.0,0.0,11.0,28.0,10.1,11.83,12.9,232.0,137.7,89.9,2.0,10.0,0.0008,8.88,10.48,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,Buffalo Bills,AFC,AFC East
Brock Purdy,SFO,QB,1.0,1.0,1-0-0,19.0,29.0,0.00655,231.0,0.0,0.0,0.0,0.0,12.0,34.0,8.0,7.97,12.2,231.0,89.9,83.9,2.0,6.0,0.0006450000000000001,7.26,7.26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,San Francisco 49ers,NFC,NFC West
Jared Goff,DET,QB,1.0,1.0,1-0-0,18.0,28.0,0.00643,217.0,1.0,0.00036,1.0,0.00036,7.0,52.0,7.8,6.86,12.1,217.0,85.0,38.1,2.0,17.0,0.000667,6.67,5.83,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,Detroit Lions,NFC,NFC North
Anthony Richardson,IND,QB,1.0,1.0,0-1-0,9.0,19.0,0.004739999999999999,212.0,2.0,0.00105,1.0,0.00053,4.0,60.0,11.2,10.89,23.6,212.0,101.2,87.5,2.0,13.0,0.0009519999999999999,9.48,9.24,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,Indianapolis Colts,AFC,AFC South
Sam Darnold,MIN,QB,1.0,1.0,1-0-0,19.0,24.0,0.00792,208.0,2.0,0.00083,1.0,0.00042,8.0,44.0,8.7,8.46,10.9,208.0,113.2,81.0,1.0,7.0,0.0004,8.04,7.84,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,Minnesota Vikings,NFC,NFC North
Derek Carr,NOR,QB,1.0,1.0,1-0-0,19.0,23.0,0.00826,200.0,3.0,0.0013,0.0,0.0,7.0,59.0,8.7,11.3,10.5,200.0,142.5,84.9,1.0,1.0,0.000417,8.29,10.79,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,New Orleans Saints,NFC,NFC South
Daniel Jones,NYG,QB,1.0,1.0,0-1-0,22.0,42.0,0.00524,186.0,0.0,0.0,2.0,0.00048,8.0,25.0,4.4,2.29,8.5,186.0,44.3,16.2,5.0,20.0,0.001064,3.53,1.62,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,New York Giants,NFC,NFC East
Jayden Daniels,WAS,QB,1.0,1.0,0-1-0,17.0,24.0,0.0070799999999999995,184.0,0.0,0.0,0.0,0.0,7.0,32.0,7.7,7.67,10.8,184.0,93.1,41.2,2.0,23.0,0.0007690000000000002,6.19,6.19,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,Washington Commanders,NFC,NFC East
Dak Prescott,DAL,QB,1.0,1.0,1-0-0,19.0,32.0,0.00594,179.0,1.0,0.00031,0.0,0.0,8.0,34.0,5.6,6.22,9.4,179.0,85.3,30.9,3.0,16.0,0.000857,4.66,5.23,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,Dallas Cowboys,NFC,NFC East
Geno Smith,SEA,QB,1.0,1.0,1-0-0,18.0,25.0,0.0072,171.0,1.0,0.0004,1.0,0.0004,11.0,30.0,6.8,5.84,9.5,171.0,87.2,72.2,2.0,13.0,0.000741,5.85,4.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,Seattle Seahawks,NFC,NFC West
Deshaun Watson,CLE,QB,1.0,1.0,0-1-0,24.0,45.0,0.005329999999999999,169.0,1.0,0.00022000000000000003,2.0,0.00044000000000000007,8.0,29.0,3.8,2.2,7.0,169.0,51.1,9.3,6.0,32.0,0.001176,2.69,1.31,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,Cleveland Browns,AFC,AFC North
Aaron Rodgers,NYJ,QB,1.0,1.0,0-1-0,13.0,21.0,0.00619,167.0,1.0,0.00048,1.0,0.00048,8.0,36.0,8.0,6.76,12.8,167.0,82.8,51.1,1.0,5.0,0.000455,7.36,6.23,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,New York Jets,AFC,AFC East
Joe Burrow,CIN,QB,1.0,1.0,0-1-0,21.0,29.0,0.007240000000000001,164.0,0.0,0.0,0.0,0.0,7.0,28.0,5.7,5.66,7.8,164.0,86.0,55.8,3.0,10.0,0.000938,4.81,4.81,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,Cincinnati Bengals,AFC,AFC North
Trevor Lawrence,JAX,QB,1.0,1.0,0-1-0,12.0,21.0,0.005710000000000001,162.0,1.0,0.00048,0.0,0.0,8.0,30.0,7.7,8.67,13.5,162.0,97.7,62.8,3.0,23.0,0.00125,5.79,6.63,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,Jacksonville Jaguars,AFC,AFC South
Kyler Murray,ARI,QB,1.0,1.0,0-1-0,21.0,31.0,0.006770000000000001,162.0,1.0,0.00032,0.0,0.0,10.0,24.0,5.2,5.87,7.7,162.0,91.1,83.2,4.0,16.0,0.001143,4.17,4.74,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,Arizona Cardinals,NFC,NFC West
Bryce Young,CAR,QB,1.0,1.0,0-1-0,13.0,30.0,0.00433,161.0,0.0,0.0,2.0,0.00067,7.0,35.0,5.4,2.37,12.4,161.0,32.8,10.5,4.0,26.0,0.001176,3.97,1.32,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,Carolina Panthers,NFC,NFC South
Justin Fields,PIT,QB,1.0,1.0,1-0-0,17.0,23.0,0.007390000000000001,156.0,0.0,0.0,0.0,0.0,6.0,40.0,6.8,6.78,9.2,156.0,91.9,42.6,2.0,23.0,0.0008,5.32,5.32,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,Pittsburgh Steelers,AFC,AFC North
Kirk Cousins,ATL,QB,1.0,1.0,0-1-0,16.0,26.0,0.00615,155.0,1.0,0.00037999999999999997,2.0,0.00077,8.0,20.0,6.0,3.27,9.7,155.0,59.0,28.9,2.0,18.0,0.0007139999999999999,4.89,2.39,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,Atlanta Falcons,NFC,NFC South
Justin Herbert,LAC,QB,1.0,1.0,1-0-0,17.0,26.0,0.006540000000000001,144.0,1.0,0.00037999999999999997,0.0,0.0,6.0,27.0,5.5,6.31,8.5,144.0,92.5,31.5,1.0,4.0,0.00037000000000000005,5.19,5.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,Los Angeles Chargers,AFC,AFC West
Bo Nix,DEN,QB,1.0,1.0,0-1-0,26.0,42.0,0.00619,138.0,0.0,0.0,2.0,0.00048,6.0,25.0,3.3,1.14,5.3,138.0,47.5,31.3,2.0,6.0,0.000455,3.0,0.95,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,Denver Broncos,AFC,AFC West
Will Levis,TEN,QB,1.0,1.0,0-1-0,19.0,32.0,0.00594,127.0,1.0,0.00031,2.0,0.00063,6.0,22.0,4.0,1.78,6.7,127.0,52.5,30.8,3.0,23.0,0.000857,2.97,0.97,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,Tennessee Titans,AFC,AFC South
Jacoby Brissett,NWE,QB,1.0,1.0,1-0-0,15.0,24.0,0.00625,121.0,0.0,0.0,0.0,0.0,6.0,17.0,5.0,5.04,8.1,121.0,75.2,82.2,1.0,1.0,0.0004,4.8,4.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,New England Patriots,AFC,AFC East
Caleb Williams,CHI,QB,1.0,1.0,1-0-0,14.0,29.0,0.00483,93.0,0.0,0.0,0.0,0.0,5.0,13.0,3.2,3.21,6.6,93.0,55.7,23.5,2.0,29.0,0.0006450000000000001,2.06,2.06,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,Chicago Bears,NFC,NFC North
Joe Mixon,HOU,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,159,1,9,13,5.3,159.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,Houston Texans,AFC,AFC South
Jordan Mason,SFO,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,147,1,8,24,5.3,147.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,San Francisco 49ers,NFC,NFC West
Rhamondre Stevenson,NWE,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,120,1,8,17,4.8,120.0,1,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,New England Patriots,AFC,AFC East
Saquon Barkley,PHI,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,109,2,6,34,4.5,109.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,Philadelphia Eagles,NFC,NFC East
Najee Harris,PIT,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,70,0,3,20,3.5,70.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,Pittsburgh Steelers,AFC,AFC North
Kenneth Walker III,SEA,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,103,1,4,23,5.2,103.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,Seattle Seahawks,NFC,NFC West
James Cook,BUF,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,71,0,3,15,3.7,71.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,Buffalo Bills,AFC,AFC East
Bijan Robinson,ATL,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,68,0,5,13,3.8,68.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,Atlanta Falcons,NFC,NFC South
Kyren Williams,LAR,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,50,1,5,9,2.8,50.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,Los Angeles Rams,NFC,NFC West
David Montgomery,DET,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,91,1,6,21,5.4,91.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,Detroit Lions,NFC,NFC North
James Conner,ARI,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,50,1,3,20,3.1,50.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,Arizona Cardinals,NFC,NFC West
Jayden Daniels,WAS,QB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,88,2,8,17,5.5,88.0,3,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,Washington Commanders,NFC,NFC East
Breece Hall,NYJ,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,54,1,2,16,3.4,54.0,1,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,New York Jets,AFC,AFC East
Lamar Jackson,BAL,QB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,122,0,7,16,7.6,122.0,1,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,Baltimore Ravens,AFC,AFC North
Josh Jacobs,GNB,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,84,0,4,32,5.3,84.0,1,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,Green Bay Packers,NFC,NFC North
Tony Pollard,TEN,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,82,1,5,26,5.1,82.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,Tennessee Titans,AFC,AFC South
Jonathan Taylor,IND,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,48,1,4,7,3.0,48.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,Indianapolis Colts,AFC,AFC South
Alvin Kamara,NOR,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,83,1,5,17,5.5,83.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,New Orleans Saints,NFC,NFC South
Isiah Pacheco,KAN,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,45,1,2,5,3.0,45.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,Kansas City Chiefs,AFC,AFC West
Rachaad White,TAM,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,31,0,1,15,2.1,31.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,Tampa Bay Buccaneers,NFC,NFC South
Justin Fields,PIT,QB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,57,0,5,12,4.1,57.0,1,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,Pittsburgh Steelers,AFC,AFC North
Aaron Jones,MIN,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,94,1,6,19,6.7,94.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,Minnesota Vikings,NFC,NFC North
Derrick Henry,BAL,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,46,1,5,9,3.5,46.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,Baltimore Ravens,AFC,AFC North
Jalen Hurts,PHI,QB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,33,0,2,8,2.5,33.0,2,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,Philadelphia Eagles,NFC,NFC East
Zamir White,LVR,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,44,0,1,12,3.4,44.0,1,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,Las Vegas Raiders,AFC,AFC West
Tank Bigsby,JAX,RB,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,73,0,2,26,6.1,73.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,Jacksonville Jaguars,AFC,AFC South
