Player,Team,Pos,G,GS,QBrec,Cmp,Pass Attempts,Cmp%,Pass Yards,Pass TD,TD%,Int,Int%,Passing 1D,Pass (Lng),Pass Yards/Att,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Rush Att,Rush Yards,Rush TD,Rushing 1D,Rush (Lng),Rush Yards/Att,Rush Yards/Game,RB Fumble,Tgt,Rec,Receiving Yards,Y/R,Receiving TD,Receiving 1D,Receiving (Lng),Y/Tgt,R/G,Receiving Yards/Game,WR Fumble,Yards after Catch,Win,Loss,Tie,Full Name,Conference,Division
Braelon Allen,NYJ,RB,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,9,9.0,0,0,9,9.0,1.0,9.0,0,0.0,0,0,0,New York Jets,AFC,AFC East
Calvin Austin,PIT,WR,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,1,7,7.0,0,0,7,3.5,1.0,7.0,0,3.5,0,0,0,Pittsburgh Steelers,AFC,AFC North
Daniel Bellinger,NYG,TE,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,3,3.0,0,0,3,3.0,1.0,3.0,0,0.0,0,0,0,New York Giants,NFC,NFC East
Trey Benson,ARI,RB,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,5,5.0,0,0,5,5.0,1.0,5.0,0,0.0,0,0,0,Arizona Cardinals,NFC,NFC West
Jalen Brooks,DAL,WR,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,18,18.0,0,1,18,18.0,1.0,18.0,0,0.0,0,0,0,Dallas Cowboys,NFC,NFC East
Treylon Burks,TEN,WR,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,1,2,2.0,0,0,2,1.0,1.0,2.0,0,1.0,0,0,0,Tennessee Titans,AFC,AFC South
Michael Burton,DEN,FB,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,3,3.0,0,0,3,3.0,1.0,3.0,0,0.0,0,0,0,Denver Broncos,AFC,AFC West
Grant Calcaterra,PHI,TE,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,11,11.0,0,1,11,11.0,1.0,11.0,0,0.0,0,0,0,Philadelphia Eagles,NFC,NFC East
DeAndre Carter,CHI,WR,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,1,6,6.0,0,0,6,3.0,1.0,6.0,0,3.0,0,0,0,Chicago Bears,NFC,NFC North
Tyler Conklin,NYJ,TE,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,1,6,6.0,0,0,6,3.0,1.0,6.0,0,3.0,0,0,0,New York Jets,AFC,AFC East
Jamison Crowder,WAS,WR,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,5,5.0,0,0,5,5.0,1.0,5.0,0,0.0,0,0,0,Washington Commanders,NFC,NFC East
Ray Davis,BUF,RB,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,14,14.0,0,1,14,14.0,1.0,14.0,0,0.0,0,0,0,Buffalo Bills,AFC,AFC East
Will Dissly,LAC,TE,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,13,13.0,0,1,13,13.0,1.0,13.0,0,0.0,0,0,0,Los Angeles Chargers,AFC,AFC West
Rico Dowdle,DAL,RB,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,6,6.0,0,0,6,6.0,1.0,6.0,0,0.0,0,0,0,Dallas Cowboys,NFC,NFC East
Ashton Dulin,IND,WR,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,54,54.0,1,1,54,54.0,1.0,54.0,0,0.0,0,0,0,Indianapolis Colts,AFC,AFC South
Gus Edwards,LAC,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,2,2.0,0,0,2,2.0,1.0,2.0,0,0.0,0,0,0,Los Angeles Chargers,AFC,AFC West
Evan Engram,JAX,TE,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,1,5,5.0,0,0,5,1.3,1.0,5.0,0,3.7,0,0,0,Jacksonville Jaguars,AFC,AFC South
Gerald Everett,CHI,TE,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,-1,-1.0,0,0,-1,-1.0,1.0,-1.0,0,0.0,0,0,0,Chicago Bears,NFC,NFC North
Kenneth Gainwell,PHI,RB,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,10,10.0,0,1,10,10.0,1.0,10.0,0,0.0,0,0,0,Philadelphia Eagles,NFC,NFC East
Eric Gray,NYG,RB,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,9,9.0,0,0,9,9.0,1.0,9.0,0,0.0,0,0,0,New York Giants,NFC,NFC East
Najee Harris,PIT,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,1,9,9.0,0,0,9,4.5,1.0,9.0,0,4.5,0,0,0,Pittsburgh Steelers,AFC,AFC North
Marvin Harrison Jr.,ARI,WR,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,1,4,4.0,0,0,4,1.3,1.0,4.0,0,2.7,0,0,0,Arizona Cardinals,NFC,NFC West
Julian Hill,MIA,TE,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,6,6.0,0,0,6,6.0,1.0,6.0,0,0.0,0,0,0,Miami Dolphins,AFC,AFC East
Taysom Hill,NOR,TE,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,1,1,1.0,0,0,1,0.5,1.0,1.0,0,0.5,0,0,0,New Orleans Saints,NFC,NFC South
DeAndre Hopkins,TEN,WR,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,8,8.0,0,0,8,8.0,1.0,8.0,0,0.0,0,0,0,Tennessee Titans,AFC,AFC South
Xavier Hutchinson,HOU,WR,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,3,3.0,0,0,3,3.0,1.0,3.0,0,0.0,0,0,0,Houston Texans,AFC,AFC South
Trenton Irwin,CIN,WR,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,1,6,6.0,0,1,6,3.0,1.0,6.0,0,3.0,0,0,0,Cincinnati Bengals,AFC,AFC North
Van Jefferson,PIT,WR,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,1,1,1.0,0,0,1,0.5,1.0,1.0,0,0.5,0,0,0,Pittsburgh Steelers,AFC,AFC North
Theo Johnson,NYG,TE,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,1,18,18.0,0,1,18,4.5,1.0,18.0,0,13.5,0,0,0,New York Giants,NFC,NFC East
Charlie Jones,CIN,WR,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,5,5.0,0,0,5,5.0,1.0,5.0,1,0.0,0,0,0,Cincinnati Bengals,AFC,AFC North
Velus Jones Jr.,CHI,WR,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,8,8.0,0,0,8,8.0,1.0,8.0,1,0.0,0,0,0,Chicago Bears,NFC,NFC North
Brevin Jordan,HOU,TE,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,1,3,3.0,0,1,3,1.5,1.0,3.0,0,1.5,0,0,0,Houston Texans,AFC,AFC South
Dalton Kincaid,BUF,TE,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,1,11,11.0,0,1,11,5.5,1.0,11.0,0,5.5,0,0,0,Buffalo Bills,AFC,AFC East
Christian Kirk,JAX,WR,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,1,30,30.0,0,1,30,7.5,1.0,30.0,0,22.5,0,0,0,Jacksonville Jaguars,AFC,AFC South
Cole Kmet,CHI,TE,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,4,4.0,0,0,4,4.0,1.0,4.0,0,0.0,0,0,0,Chicago Bears,NFC,NFC North
Dawson Knox,BUF,TE,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,1,23,23.0,0,1,23,11.5,1.0,23.0,0,11.5,0,0,0,Buffalo Bills,AFC,AFC East
Patrick Mahomes,KAN,QB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,2,2.0,0,0,2,2.0,1.0,2.0,0,0.0,0,0,0,Kansas City Chiefs,AFC,AFC West
Jordan Mason,SFO,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,5,5.0,0,1,5,5.0,1.0,5.0,0,0.0,0,0,0,San Francisco 49ers,NFC,NFC West
Jalen McMillan,TAM,WR,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,1,32,32.0,1,1,32,10.7,1.0,32.0,0,21.3,0,0,0,Tampa Bay Buccaneers,NFC,NFC South
Adonai Mitchell,IND,WR,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,1,2,2.0,0,0,2,0.4,1.0,2.0,0,1.6,0,0,0,Indianapolis Colts,AFC,AFC South
David Montgomery,DET,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,2,2.0,0,0,2,2.0,1.0,2.0,0,0.0,0,0,0,Detroit Lions,NFC,NFC North
Darnell Mooney,ATL,WR,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,1,15,15.0,0,1,15,5.0,1.0,15.0,0,10.0,0,0,0,Atlanta Falcons,NFC,NFC South
David Moore,CAR,WR,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,1,14,14.0,0,0,14,4.7,1.0,14.0,0,9.3,0,0,0,Carolina Panthers,NFC,NFC South
Jalen Nailor,MIN,WR,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,21,21.0,1,1,21,21.0,1.0,21.0,0,0.0,0,0,0,Minnesota Vikings,NFC,NFC North
Rome Odunze,CHI,WR,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,1,11,11.0,0,1,11,2.8,1.0,11.0,1,8.2,0,0,0,Chicago Bears,NFC,NFC North
Dare Ogunbowale,HOU,RB,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,3,3.0,0,0,3,3.0,1.0,3.0,0,0.0,0,0,0,Houston Texans,AFC,AFC South
Cade Otton,TAM,TE,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,1,5,5.0,0,0,5,2.5,1.0,5.0,0,2.5,0,0,0,Tampa Bay Buccaneers,NFC,NFC South
Trey Palmer,TAM,WR,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,1,19,19.0,0,1,19,9.5,1.0,19.0,0,9.5,0,0,0,Tampa Bay Buccaneers,NFC,NFC South
Samaje Perine,KAN,RB,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,1,10,10.0,0,1,10,5.0,1.0,10.0,0,5.0,0,0,0,Kansas City Chiefs,AFC,AFC West
Ja'Lynn Polk,NWE,WR,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,6,6.0,0,0,6,6.0,1.0,6.0,0,0.0,0,0,0,New England Patriots,AFC,AFC East
MyCole Pruitt,PIT,TE,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,1,9,9.0,0,0,9,4.5,1.0,9.0,0,4.5,0,0,0,Pittsburgh Steelers,AFC,AFC North
Ja'Tavion Sanders,CAR,TE,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,4,4.0,0,0,4,4.0,1.0,4.0,0,0.0,0,0,0,Carolina Panthers,NFC,NFC South
Laviska Shenault Jr.,SEA,WR,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0.0,1.0,0.0,0,0.0,0,0,0,Seattle Seahawks,NFC,NFC West
Jonnu Smith,MIA,TE,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,1,7,7.0,0,0,7,3.5,1.0,7.0,0,3.5,0,0,0,Miami Dolphins,AFC,AFC East
Cedric Tillman,CLE,WR,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,3,3.0,0,0,3,3.0,1.0,3.0,0,0.0,0,0,0,Cleveland Browns,AFC,AFC North
Mason Tipton,NOR,WR,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,6,6.0,0,0,6,6.0,1.0,6.0,0,0.0,0,0,0,New Orleans Saints,NFC,NFC South
Jalen Tolbert,DAL,WR,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,1,12,12.0,0,1,12,6.0,1.0,12.0,0,6.0,0,0,0,Dallas Cowboys,NFC,NFC East
Tyrone Tracy,NYG,RB,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,1,5,5.0,0,0,5,1.7,1.0,5.0,0,3.3,0,0,0,New York Giants,NFC,NFC East
DJ Turner,LVR,WR,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,9,9.0,0,0,9,9.0,1.0,9.0,0,0.0,0,0,0,Las Vegas Raiders,AFC,AFC West
Marquez Valdes-Scantling,BUF,WR,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,1,19,19.0,0,1,19,9.5,1.0,19.0,0,9.5,0,0,0,Buffalo Bills,AFC,AFC East
Darnell Washington,PIT,TE,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,5,5.0,0,0,5,5.0,1.0,5.0,0,0.0,0,0,0,Pittsburgh Steelers,AFC,AFC North
Parker Washington,JAX,WR,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,3,3.0,0,0,3,3.0,1.0,3.0,1,0.0,0,0,0,Jacksonville Jaguars,AFC,AFC South
Justin Watson,KAN,WR,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,25,25.0,0,1,25,25.0,1.0,25.0,0,0.0,0,0,0,Kansas City Chiefs,AFC,AFC West
Jamaal Williams,NOR,RB,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,13,13.0,0,1,13,13.0,1.0,13.0,0,0.0,0,0,0,New Orleans Saints,NFC,NFC South
Javonte Williams,DEN,RB,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,1,0,0.0,0,0,0,0.0,1.0,0.0,0,0.0,0,0,0,Denver Broncos,AFC,AFC West
Michael Wilson,ARI,WR,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,1,5,5.0,1,1,5,2.5,1.0,5.0,0,2.5,0,0,0,Arizona Cardinals,NFC,NFC West
Charlie Woerner,ATL,TE,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,1,4,4.0,0,0,4,2.0,1.0,4.0,0,2.0,0,0,0,Atlanta Falcons,NFC,NFC South
Brock Wright,DET,TE,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,2,2.0,0,0,2,2.0,1.0,2.0,0,0.0,0,0,0,Detroit Lions,NFC,NFC North
Olamide Zaccheaus,WAS,WR,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,1,15,15.0,0,1,15,5.0,1.0,15.0,0,10.0,0,0,0,Washington Commanders,NFC,NFC East
